day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,rolling_slope_80,window_return_80,slope_tstat_80,uptrend_signal
-1,308600,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,23.0,,,10012.0,11.0,10014.0,23.0,,,10004.0,0.0,0.04025433661509611,6.0,6.587653362754733,False
-1,308700,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,30.0,,,10012.0,10.0,10014.0,30.0,,,10004.0,0.0,0.04087552742616034,5.0,6.640716195813097,False
-1,308800,ASH_COATED_OSMIUM,9993.0,30.0,,,,,10011.0,14.0,10014.0,30.0,,,10002.0,0.0,0.0404535864978903,3.0,6.569199389846163,False
-1,308900,ASH_COATED_OSMIUM,9995.0,12.0,9993.0,22.0,,,10011.0,12.0,10014.0,22.0,,,10003.0,0.0,0.040887248007501174,4.0,6.630557831864762,False
-1,309000,ASH_COATED_OSMIUM,9995.0,10.0,9993.0,26.0,,,10011.0,10.0,10014.0,26.0,,,10003.0,0.0,0.04122714486638537,4.0,6.6788366989071335,False
-1,309100,ASH_COATED_OSMIUM,9995.0,11.0,,,,,10005.0,4.0,10011.0,11.0,10014.0,24.0,10000.0,0.0,0.03869549929676512,1.0,6.127023384472459,False
-1,309200,ASH_COATED_OSMIUM,9995.0,15.0,,,,,10011.0,15.0,10014.0,30.0,,,10003.0,0.0,0.03891819034224098,4.0,6.157352885523193,False
-1,309300,ASH_COATED_OSMIUM,9993.0,25.0,,,,,10012.0,12.0,10014.0,25.0,,,10002.5,0.0,0.03858415377402719,4.5,6.107777834554514,False
-1,309500,ASH_COATED_OSMIUM,9995.0,11.0,,,,,10011.0,11.0,10014.0,28.0,,,10003.0,0.0,0.03768166901078294,4.0,6.007509289071888,False
-1,309600,ASH_COATED_OSMIUM,9995.0,13.0,9993.0,30.0,,,10011.0,13.0,10014.0,30.0,,,10003.0,0.0,0.03761134552273793,2.5,5.997995975009989,False
-1,309700,ASH_COATED_OSMIUM,9993.0,24.0,,,,,10014.0,24.0,,,,,10003.5,0.0,0.0393342709798406,4.5,6.276186896118629,False
-1,309800,ASH_COATED_OSMIUM,9995.0,12.0,9993.0,24.0,,,10011.0,12.0,10014.0,24.0,,,10003.0,0.0,0.03909985935302391,2.5,6.243937691937386,False
-1,309900,ASH_COATED_OSMIUM,9995.0,10.0,9992.0,22.0,,,10011.0,10.0,10013.0,22.0,,,10003.0,0.0,0.04019573370839194,4.0,6.438341274345903,False
-1,310000,ASH_COATED_OSMIUM,9995.0,11.0,,,,,10011.0,11.0,,,,,10003.0,0.0,0.039808954524144395,4.0,6.384514686537208,False
-1,310100,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,24.0,,,10012.0,10.0,,,,,10004.0,0.0,0.04025433661509611,2.0,6.434745321860417,False
-1,310200,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,20.0,,,10012.0,12.0,10015.0,20.0,,,10004.0,0.0,0.04343061415846226,7.5,7.067444716510569,False
-1,310300,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,22.0,,,10002.0,5.0,10012.0,13.0,,,9999.0,0.0,0.03670886075949367,-1.0,5.856898628389836,False
-1,310400,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,22.0,,,10014.0,22.0,,,,,10005.0,0.0,0.03880684481950305,5.0,6.0893320301648055,False
-1,310500,ASH_COATED_OSMIUM,9995.0,15.0,9993.0,23.0,,,10011.0,15.0,10014.0,23.0,,,10003.0,0.0,0.03893577121425223,3.0,6.109903366760394,False
-1,310600,ASH_COATED_OSMIUM,9993.0,30.0,,,,,10012.0,10.0,10014.0,30.0,,,10002.5,0.0,0.03853141115799344,1.0,6.04068201639464,False
-1,310700,ASH_COATED_OSMIUM,9994.0,23.0,,,,,10012.0,13.0,10015.0,23.0,,,10003.0,0.0,0.039955461790904825,2.0,6.322343166029886,False
-1,310800,ASH_COATED_OSMIUM,9996.0,12.0,9994.0,21.0,,,10015.0,21.0,,,,,10005.5,0.0,0.043184481950304734,4.5,6.731624183575404,False
-1,310900,ASH_COATED_OSMIUM,9996.0,12.0,9994.0,21.0,,,10012.0,12.0,10015.0,21.0,,,10004.0,0.0,0.04491912798874824,4.0,7.026944817890194,False
-1,311000,ASH_COATED_OSMIUM,9993.0,26.0,,,,,10012.0,10.0,10014.0,26.0,,,10002.5,0.0,0.044245194561650256,2.5,6.9020881623271535,False
-1,311100,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,24.0,,,10014.0,24.0,,,,,10005.0,0.0,0.045827473042662915,5.0,7.088073390554297,False
-1,311200,ASH_COATED_OSMIUM,9993.0,28.0,,,,,10012.0,15.0,10014.0,28.0,,,10002.5,0.0,0.044977730895452414,3.0,6.931127391175007,False
-1,311300,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,30.0,,,10014.0,30.0,,,,,10005.0,0.0,0.045909517112048756,4.0,7.0284002399243155,False
-1,311400,ASH_COATED_OSMIUM,9996.0,11.0,,,,,10012.0,11.0,10015.0,21.0,,,10004.0,0.0,0.047210501640881385,2.0,7.253305944025475,False
-1,311500,ASH_COATED_OSMIUM,9996.0,15.0,9993.0,26.0,,,10014.0,26.0,,,,,10005.0,0.0,0.05031645569620253,4.0,7.813661959174273,False
-1,311600,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,28.0,,,10014.0,28.0,,,,,10005.0,0.0,0.052402719174871076,4.0,8.144784263120945,False
-1,311700,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,21.0,,,10012.0,14.0,10014.0,21.0,,,10004.0,0.0,0.05346929207688701,3.0,8.353260387110762,False
-1,311800,ASH_COATED_OSMIUM,9995.0,13.0,9993.0,21.0,,,10014.0,21.0,,,,,10004.5,0.0,0.05492850445382091,2.5,8.622461635242217,False
-1,311900,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,28.0,,,10014.0,28.0,,,,,10004.5,0.0,0.05725503984997656,3.5,9.156408933221845,True
-1,312000,ASH_COATED_OSMIUM,9995.0,15.0,,,,,10011.0,15.0,10014.0,23.0,,,10003.0,0.0,0.05718471636193155,2.0,9.138375849114558,False
-1,312100,ASH_COATED_OSMIUM,9995.0,12.0,,,,,10011.0,12.0,10014.0,27.0,,,10003.0,0.0,0.05706751054852321,2.0,9.108423925320574,False
-1,312200,ASH_COATED_OSMIUM,9995.0,11.0,9992.0,30.0,,,10011.0,11.0,10013.0,30.0,,,10003.0,0.0,0.056903422409751526,2.0,9.066705946485452,False
-1,312300,ASH_COATED_OSMIUM,10001.0,2.0,9993.0,20.0,,,10011.0,15.0,,,,,10006.0,0.0,0.05947022972339428,5.0,9.44172648636305,True
-1,312400,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,23.0,,,10011.0,11.0,,,,,10003.0,0.0,0.05914205344585091,2.0,9.35564779565384,False
-1,312500,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,26.0,,,10012.0,12.0,,,,,10004.0,0.0,0.05969292076887014,2.0,9.479579263366443,False
-1,312600,ASH_COATED_OSMIUM,9996.0,15.0,9993.0,23.0,,,10012.0,15.0,10014.0,23.0,,,10004.0,0.0,0.061122831692451945,3.0,9.869565908925118,True
-1,312700,ASH_COATED_OSMIUM,9995.0,15.0,9993.0,20.0,,,10011.0,15.0,,,,,10003.0,0.0,0.060630567276136894,4.0,9.73279108193765,True
-1,312800,ASH_COATED_OSMIUM,9995.0,13.0,,,,,10011.0,13.0,10014.0,29.0,,,10003.0,0.0,0.05819268635724332,3.0,9.271433557604146,True
-1,312900,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,21.0,,,10001.0,8.0,,,,,9998.5,0.0,0.05244374120956399,-1.5,7.393523638095384,False
-1,313000,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,26.0,,,10012.0,11.0,10014.0,26.0,,,10004.0,0.0,0.05182255039849976,4.0,7.303482494713232,False
-1,313100,ASH_COATED_OSMIUM,9996.0,12.0,9994.0,27.0,,,10015.0,27.0,,,,,10005.5,0.0,0.052496483825597746,5.5,7.377486948164053,False
-1,313200,ASH_COATED_OSMIUM,9996.0,13.0,,,,,10006.0,2.0,10012.0,13.0,10015.0,30.0,10001.0,0.0,0.048874824191279885,1.0,6.639952228969114,False
-1,313300,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,29.0,,,10012.0,14.0,10014.0,29.0,,,10004.0,0.0,0.04800750117205813,4.0,6.524208526021728,False
-1,313400,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,21.0,,,10012.0,11.0,10015.0,21.0,,,10004.0,0.0,0.0470464135021097,8.0,6.397198148582095,False
-1,313500,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,24.0,,,10012.0,10.0,10015.0,24.0,,,10004.0,0.0,0.04219409282700422,4.0,6.141957674865427,False
-1,313600,ASH_COATED_OSMIUM,9994.0,21.0,,,,,10013.0,13.0,10015.0,21.0,,,10003.5,0.0,0.0404887482419128,0.5,5.900307496911904,False
-1,313700,ASH_COATED_OSMIUM,9997.0,14.0,9995.0,21.0,,,10016.0,21.0,,,,,10006.5,0.0,0.044327238631036096,8.0,6.450638886323736,False
-1,313800,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,20.0,,,10015.0,20.0,,,,,10006.0,0.0,0.043348570089076416,6.0,6.393581865896594,False
-1,313900,ASH_COATED_OSMIUM,9997.0,11.0,9995.0,27.0,,,10013.0,11.0,10016.0,27.0,,,10005.0,0.0,0.04269221753398968,5.0,6.319348991445147,False
-1,314100,ASH_COATED_OSMIUM,9997.0,10.0,9995.0,22.0,,,10013.0,10.0,10016.0,22.0,,,10005.0,0.0,0.04191865916549461,5.0,6.232254284218791,False
-1,314200,ASH_COATED_OSMIUM,9997.0,13.0,,,,,10013.0,13.0,10015.0,24.0,,,10005.0,0.0,0.04102789498359118,3.0,6.132456725658124,False
-1,314300,ASH_COATED_OSMIUM,9996.0,15.0,,,,,10012.0,15.0,10015.0,20.0,,,10004.0,0.0,0.04099273323956868,4.0,6.126213343534425,False
-1,314400,ASH_COATED_OSMIUM,9997.0,15.0,,,,,10013.0,15.0,10015.0,27.0,,,10005.0,0.0,0.039937880918893574,4.0,6.0086938053379395,False
-1,314600,ASH_COATED_OSMIUM,9997.0,13.0,9994.0,21.0,,,10013.0,13.0,10015.0,21.0,,,10005.0,0.0,0.03971518987341772,4.0,5.979122023414777,False
-1,314700,ASH_COATED_OSMIUM,9997.0,10.0,9994.0,30.0,,,10015.0,30.0,,,,,10006.0,0.0,0.04032466010314112,5.0,6.046851598338097,False
-1,314800,ASH_COATED_OSMIUM,9994.0,28.0,,,,,10013.0,14.0,10015.0,28.0,,,10003.5,0.0,0.03850210970464135,2.5,5.748947029188407,False
-1,314900,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,25.0,,,10012.0,10.0,10015.0,25.0,,,10004.0,0.0,0.037083919362400374,3.0,5.536532191666209,False
-1,315000,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,29.0,,,10012.0,14.0,10014.0,29.0,,,10004.0,0.0,0.03559540553211439,3.0,5.316925881639197,False
-1,315100,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,21.0,,,10012.0,11.0,10015.0,21.0,,,10004.0,0.0,0.034036568213783404,4.0,5.090176201512389,False
-1,315200,ASH_COATED_OSMIUM,9994.0,25.0,,,,,10013.0,14.0,10015.0,25.0,,,10003.5,0.0,0.03099507735583685,0.5,4.6814127855137455,False
-1,315300,ASH_COATED_OSMIUM,9997.0,11.0,,,,,10013.0,11.0,10015.0,27.0,,,10005.0,0.0,0.03210853258321613,2.5,4.85996623515644,False
-1,315400,ASH_COATED_OSMIUM,9997.0,15.0,9994.0,30.0,,,10013.0,15.0,10015.0,30.0,,,10005.0,0.0,0.03270042194092827,3.0,4.950548650497224,False
-1,315500,ASH_COATED_OSMIUM,9997.0,13.0,9994.0,27.0,,,10013.0,13.0,10015.0,27.0,,,10005.0,0.0,0.03275902484763244,3.5,4.959013272321092,False
-1,315600,ASH_COATED_OSMIUM,9997.0,14.0,9994.0,25.0,,,10013.0,14.0,10015.0,25.0,,,10005.0,0.0,0.03227262072198781,3.0,4.893243862266955,False
-1,315700,ASH_COATED_OSMIUM,10006.0,4.0,9996.0,14.0,9994.0,30.0,10012.0,14.0,10015.0,30.0,,,10009.0,0.0,0.03588255977496484,6.5,5.155441184930425,False
-1,315800,ASH_COATED_OSMIUM,9993.0,30.0,,,,,10012.0,11.0,10014.0,30.0,,,10002.5,0.0,0.03378457571495546,3.0,4.762771489269905,False
-1,315900,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,30.0,,,10012.0,14.0,10014.0,30.0,,,10004.0,0.0,0.03022737927801219,1.0,4.358136369487285,False
-1,316000,ASH_COATED_OSMIUM,10001.0,4.0,9995.0,10.0,9993.0,26.0,10011.0,10.0,10014.0,26.0,,,10006.0,0.0,0.031739334270979844,4.5,4.564158608178922,False
-1,316100,ASH_COATED_OSMIUM,9996.0,14.0,,,,,10012.0,14.0,,,,,10004.0,0.0,0.02990506329113924,-0.5,4.301282905545995,False
-1,316200,ASH_COATED_OSMIUM,9995.0,13.0,,,,,10014.0,22.0,,,,,10004.5,0.0,0.03132325363338022,1.5,4.558055329270642,False
-1,316300,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,21.0,,,10012.0,11.0,10014.0,21.0,,,10004.0,0.0,0.030854430379746837,1.0,4.479248884537488,False
-1,316400,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,29.0,,,10012.0,13.0,,,,,10004.0,0.0,0.030362165963431786,1.0,4.397206888157857,False
-1,316600,ASH_COATED_OSMIUM,9996.0,15.0,,,,,10012.0,15.0,,,,,10004.0,0.0,0.02984646038443507,1.0,4.312005799062719,False
-1,316700,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,26.0,,,10012.0,13.0,10014.0,26.0,,,10004.0,0.0,0.02930731364275668,4.5,4.223720343147043,False
-1,316800,ASH_COATED_OSMIUM,10001.0,5.0,9996.0,13.0,9993.0,21.0,10012.0,13.0,10014.0,21.0,,,10006.5,0.0,0.027736755743084856,3.5,4.099775484815151,False
-1,316900,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,23.0,,,10005.0,3.0,10012.0,12.0,10014.0,23.0,10000.5,0.0,0.023769338959212377,-3.5,3.309930377408244,False
-1,317000,ASH_COATED_OSMIUM,9993.0,20.0,,,,,10011.0,12.0,10014.0,20.0,,,10002.0,0.0,0.022198781059540554,-2.0,3.0348903028738192,False
-1,317300,ASH_COATED_OSMIUM,9995.0,13.0,,,,,10011.0,13.0,10014.0,27.0,,,10003.0,0.0,0.021601031411157993,1.0,2.9387248877279046,False
-1,317400,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,24.0,,,10012.0,14.0,10014.0,24.0,,,10004.0,0.0,0.02005391467416784,1.0,2.732435192306736,False
-1,317600,ASH_COATED_OSMIUM,10005.0,9.0,9996.0,10.0,9993.0,25.0,10014.0,25.0,,,,,10009.5,0.0,0.024501875293014532,6.5,3.1477456174994964,False
-1,317700,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,29.0,,,10015.0,29.0,,,,,10005.5,0.0,0.025093764650726675,5.5,3.2211834794135896,False
-1,317800,ASH_COATED_OSMIUM,9994.0,22.0,,,,,10015.0,22.0,,,,,10004.5,0.0,0.021853023909985936,1.5,2.870330997949862,False
-1,317900,ASH_COATED_OSMIUM,9996.0,13.0,,,,,10012.0,13.0,10015.0,30.0,,,10004.0,0.0,0.020891936240037507,1.5,2.738934016230854,False
-1,318000,ASH_COATED_OSMIUM,9996.0,12.0,,,,,10012.0,12.0,10014.0,27.0,,,10004.0,0.0,0.01943272386310361,1.0,2.546475061431993,False
-1,318100,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,22.0,,,10012.0,12.0,10014.0,22.0,,,10004.0,0.0,0.018413033286451008,1.0,2.409382807698506,False
-1,318200,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,29.0,,,10012.0,10.0,10015.0,29.0,,,10004.0,0.0,0.017369901547116737,0.5,2.2700860692859055,False
-1,318300,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,30.0,,,10012.0,14.0,10014.0,30.0,,,10004.0,0.0,0.016778012189404595,1.0,2.1896618934537844,False
-1,318400,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,30.0,,,10012.0,13.0,10014.0,30.0,,,10004.0,0.0,0.01569971870604782,1.0,2.047134752967625,False
-1,318500,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,21.0,,,10012.0,11.0,10015.0,21.0,,,10004.0,0.0,0.014597984060009377,1.0,1.9022664606716677,False
-1,318600,ASH_COATED_OSMIUM,10006.0,8.0,9996.0,13.0,9994.0,23.0,10015.0,23.0,,,,,10010.5,0.0,0.019491326769807783,6.5,2.3547798714950425,False
-1,318700,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,30.0,,,10014.0,30.0,,,,,10005.0,0.0,0.02006563525550867,1.0,2.4260614130691844,False
-1,318800,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,24.0,,,10012.0,14.0,,,,,10004.0,0.0,0.01969057665260197,5.0,2.377394948965565,False
-1,318900,ASH_COATED_OSMIUM,9993.0,26.0,,,,,10012.0,13.0,10014.0,26.0,,,10002.5,0.0,0.0131797937177684,-2.5,1.6469800372721832,False
-1,319000,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,28.0,,,10014.0,28.0,,,,,10005.0,0.0,0.014597984060009377,2.0,1.8314369735054012,False
-1,319100,ASH_COATED_OSMIUM,9996.0,11.0,,,,,10012.0,11.0,10015.0,20.0,,,10004.0,0.0,0.013191514299109235,1.5,1.6543290568372457,False
-1,319200,ASH_COATED_OSMIUM,9996.0,13.0,,,,,10012.0,13.0,10014.0,29.0,,,10004.0,0.0,0.01128691983122363,1.0,1.4190290456133268,False
-1,319300,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,30.0,,,10012.0,11.0,10014.0,30.0,,,10004.0,0.0,0.009821847163619316,-1.5,1.2355491469303816,False
-1,319400,ASH_COATED_OSMIUM,9995.0,12.0,9993.0,27.0,,,10011.0,12.0,10014.0,27.0,,,10003.0,0.0,0.009780825128926396,-1.0,1.2299685896870205,False
-1,319500,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,29.0,,,10012.0,13.0,10014.0,29.0,,,10004.0,0.0,0.00930028129395218,1.5,1.1684531648758456,False
-1,319600,ASH_COATED_OSMIUM,9996.0,15.0,9993.0,30.0,,,10012.0,15.0,,,,,10004.0,0.0,0.007395686826066573,-1.0,0.9329146684488984,False
-1,319700,ASH_COATED_OSMIUM,9996.0,15.0,9994.0,30.0,,,10012.0,15.0,10015.0,30.0,,,10004.0,0.0,0.00782934833567745,1.5,0.9893800384854219,False
-1,319800,ASH_COATED_OSMIUM,9996.0,14.0,9994.0,24.0,,,10012.0,14.0,10015.0,24.0,,,10004.0,0.0,0.005913033286451008,-1.0,0.7507257558087271,False
-1,319900,ASH_COATED_OSMIUM,9996.0,14.0,,,,,10012.0,14.0,10015.0,26.0,,,10004.0,0.0,0.00633497421472105,0.0,0.805605203980306,False
-1,320000,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,27.0,,,10012.0,13.0,10015.0,27.0,,,10004.0,0.0,0.005830989217065166,-1.0,0.7410436341302338,False
-1,320200,ASH_COATED_OSMIUM,9997.0,10.0,9994.0,20.0,,,10013.0,10.0,10015.0,20.0,,,10005.0,0.0,0.007202297233942803,0.0,0.9170176518920087,False
-1,320300,ASH_COATED_OSMIUM,9997.0,12.0,9994.0,27.0,,,10013.0,12.0,,,,,10005.0,0.0,0.00857360525082044,1.0,1.0940790020598818,False
-1,320400,ASH_COATED_OSMIUM,9994.0,29.0,,,,,10015.0,29.0,,,,,10004.5,0.0,0.00853258321612752,0.0,1.0888226980916997,False
-1,320600,ASH_COATED_OSMIUM,9998.0,14.0,9995.0,29.0,,,10014.0,14.0,10016.0,29.0,,,10006.0,0.0,0.010343413033286451,1.5,1.3152763516061472,False
-1,320700,ASH_COATED_OSMIUM,9997.0,13.0,9995.0,27.0,,,10013.0,13.0,10016.0,27.0,,,10005.0,0.0,0.011193155180496952,2.0,1.4244644352124303,False
-1,320800,ASH_COATED_OSMIUM,9998.0,13.0,9995.0,28.0,,,10014.0,13.0,10016.0,28.0,,,10006.0,0.0,0.011533052039381153,3.0,1.4650205185375829,False
-1,320900,ASH_COATED_OSMIUM,9995.0,26.0,,,,,10014.0,14.0,10016.0,26.0,,,10004.5,0.0,0.010413736521331459,1.5,1.3252246233939338,False
-1,321000,ASH_COATED_OSMIUM,9998.0,12.0,9995.0,24.0,,,10014.0,12.0,10016.0,24.0,,,10006.0,0.0,0.010648148148148148,0.0,1.3532801434751138,False
-1,321100,ASH_COATED_OSMIUM,9995.0,23.0,,,,,10014.0,11.0,,,,,10004.5,0.0,0.012271448663853728,1.5,1.5756694565007492,False
-1,321200,ASH_COATED_OSMIUM,10003.0,4.0,9998.0,13.0,9995.0,29.0,10014.0,13.0,10016.0,29.0,,,10008.5,0.0,0.014785513361462728,4.5,1.8451064739801701,False
-1,321300,ASH_COATED_OSMIUM,10004.0,5.0,9998.0,13.0,9996.0,22.0,10014.0,13.0,10017.0,22.0,,,10009.0,0.0,0.018582981715893107,5.0,2.2424128038788003,False
-1,321400,ASH_COATED_OSMIUM,9998.0,14.0,9996.0,21.0,,,10014.0,14.0,10017.0,21.0,,,10006.0,0.0,0.019485466479137365,3.0,2.3489560857435308,False
-1,321500,ASH_COATED_OSMIUM,9998.0,14.0,9996.0,26.0,,,10014.0,14.0,,,,,10006.0,0.0,0.019391701828410688,3.0,2.338390759850063,False
-1,321600,ASH_COATED_OSMIUM,9998.0,12.0,9996.0,20.0,,,10008.0,4.0,10014.0,12.0,10017.0,20.0,10003.0,0.0,0.01644983591186123,4.5,1.9644260258171196,False
-1,321700,ASH_COATED_OSMIUM,9998.0,15.0,9996.0,26.0,,,10014.0,15.0,10017.0,26.0,,,10006.0,0.0,0.012013595874355368,2.0,1.5372208571684112,False
-1,321800,ASH_COATED_OSMIUM,9998.0,13.0,9995.0,28.0,,,10014.0,13.0,10016.0,28.0,,,10006.0,0.0,0.012623066104078762,0.5,1.6125925272799402,False
-1,321900,ASH_COATED_OSMIUM,9998.0,12.0,9995.0,21.0,,,10014.0,12.0,,,,,10006.0,0.0,0.01460970464135021,5.0,1.8721261063323644,False
-1,322000,ASH_COATED_OSMIUM,9998.0,14.0,,,,,10014.0,14.0,10016.0,23.0,,,10006.0,0.0,0.012312470698546648,2.0,1.616556220308604,False
-1,322100,ASH_COATED_OSMIUM,9995.0,26.0,,,,,10014.0,15.0,10016.0,26.0,,,10004.5,0.0,0.011357243319268635,0.5,1.4893854298671474,False
-1,322200,ASH_COATED_OSMIUM,9998.0,15.0,9995.0,21.0,,,10016.0,21.0,,,,,10007.0,0.0,0.012705110173464604,3.0,1.6536748819621387,False
-1,322300,ASH_COATED_OSMIUM,9999.0,10.0,9996.0,22.0,,,10015.0,10.0,10017.0,22.0,,,10007.0,0.0,0.013982653539615565,3.5,1.8078802998068524,False
-1,322400,ASH_COATED_OSMIUM,10004.0,3.0,9998.0,13.0,9996.0,25.0,10015.0,13.0,10017.0,25.0,,,10009.5,0.0,0.017030004688232535,3.0,2.1210136208521546,False
-1,322500,ASH_COATED_OSMIUM,9998.0,12.0,9996.0,26.0,,,10014.0,12.0,,,,,10006.0,0.0,0.019544069385841537,0.0,2.464551549698464,False
-1,322600,ASH_COATED_OSMIUM,9998.0,15.0,9996.0,25.0,,,10017.0,25.0,,,,,10007.5,0.0,0.022984060009376465,2.5,2.9034658979756314,False
-1,322700,ASH_COATED_OSMIUM,9998.0,14.0,9996.0,28.0,,,10014.0,14.0,10017.0,28.0,,,10006.0,0.0,0.024050632911392405,1.0,3.0455315206533524,False
-1,322800,ASH_COATED_OSMIUM,9998.0,14.0,9995.0,30.0,,,10003.0,9.0,10014.0,14.0,10016.0,30.0,10000.5,0.0,0.020001172058134082,-4.5,2.382264698016106,False
-1,322900,ASH_COATED_OSMIUM,9998.0,15.0,9996.0,27.0,,,10014.0,15.0,10017.0,27.0,,,10006.0,0.0,0.021149789029535866,2.0,2.5233326527635813,False
-1,323000,ASH_COATED_OSMIUM,9998.0,15.0,9995.0,28.0,,,10014.0,15.0,10016.0,28.0,,,10006.0,0.0,0.021325597749648383,1.0,2.5440009231833107,False
-1,323100,ASH_COATED_OSMIUM,9998.0,13.0,9995.0,24.0,,,10014.0,13.0,10016.0,24.0,,,10006.0,0.0,0.022403891233005156,1.0,2.6775716679329378,False
-1,323200,ASH_COATED_OSMIUM,9998.0,12.0,9995.0,26.0,,,10014.0,12.0,10016.0,26.0,,,10006.0,0.0,0.023458743553680262,0.0,2.809307382077153,False
-1,323300,ASH_COATED_OSMIUM,9996.0,27.0,,,,,10014.0,14.0,,,,,10005.0,0.0,0.02451359587435537,1.5,2.9566284085677443,False
-1,323400,ASH_COATED_OSMIUM,9998.0,13.0,9995.0,27.0,,,10014.0,13.0,10016.0,27.0,,,10006.0,0.0,0.024144397562119082,2.0,2.913487513192043,False
-1,323500,ASH_COATED_OSMIUM,9998.0,15.0,,,,,10014.0,15.0,,,,,10006.0,0.0,0.02419127988748242,2.0,2.9191235103402007,False
-1,323600,ASH_COATED_OSMIUM,9999.0,12.0,9996.0,30.0,,,10015.0,12.0,10017.0,30.0,,,10007.0,0.0,0.025117205813408344,3.0,3.0241461929187285,False
-1,323700,ASH_COATED_OSMIUM,10008.0,8.0,9996.0,28.0,,,10014.0,10.0,,,,,10011.0,0.0,0.02967651195499297,7.5,3.403937205600469,False
-1,323800,ASH_COATED_OSMIUM,9995.0,29.0,,,,,10014.0,10.0,10016.0,29.0,,,10004.5,0.0,0.027578527894983593,-0.5,3.1453954837660407,False
-1,323900,ASH_COATED_OSMIUM,9998.0,14.0,9996.0,24.0,,,10014.0,14.0,10017.0,24.0,,,10006.0,0.0,0.028270042194092827,1.0,3.2300148785888525,False
-1,324000,ASH_COATED_OSMIUM,9996.0,21.0,,,,,10015.0,14.0,10017.0,21.0,,,10005.5,0.0,0.028475152367557433,0.5,3.2559234643519077,False
-1,324100,ASH_COATED_OSMIUM,9999.0,11.0,,,,,10015.0,11.0,10017.0,28.0,,,10007.0,0.0,0.03005743084857009,2.0,3.4407407362181113,False
-1,324200,ASH_COATED_OSMIUM,9999.0,12.0,9996.0,23.0,,,10015.0,12.0,10017.0,23.0,,,10007.0,0.0,0.031592827004219406,-2.0,3.62194722224934,False
-1,324400,ASH_COATED_OSMIUM,9996.0,22.0,,,,,10015.0,14.0,10017.0,22.0,,,10005.5,0.0,0.035489920300046884,3.0,4.292421362075666,False
-1,324500,ASH_COATED_OSMIUM,9999.0,13.0,9996.0,28.0,,,10018.0,28.0,,,,,10008.5,0.0,0.036075949367088606,4.5,4.344614343854298,False
-1,324600,ASH_COATED_OSMIUM,9999.0,14.0,9997.0,30.0,,,10015.0,14.0,10018.0,30.0,,,10007.0,0.0,0.03655649320206282,1.0,4.402020483476589,False
-1,324700,ASH_COATED_OSMIUM,9997.0,30.0,,,,,10016.0,11.0,10018.0,30.0,,,10006.5,0.0,0.03840248476324426,2.5,4.674679228446257,False
-1,324800,ASH_COATED_OSMIUM,10000.0,13.0,,,,,10016.0,13.0,10019.0,26.0,,,10008.0,0.0,0.039726910454758554,3.5,4.822648981640734,False
-1,324900,ASH_COATED_OSMIUM,9997.0,22.0,,,,,10016.0,14.0,10018.0,22.0,,,10006.5,0.0,0.04004336615096109,2.5,4.865397087820529,False
